text,user_mentions_count,hashtag_count,quoted_status,binary_in_reply_to_user_id,binary_in_reply_to_screen_name,binary_in_reply_to_status_id,possibly_sensitive,user_statuses_count,user_followers_count,user_following_count,user_list_count,user_contributors_enabled,popularHashtag1,popularHashtag2,popularHashtag3,popularHashtag4,popularHashtag5,popularHashtag6,popularHashtag7,popularHashtag8,popularHashtag9,popularHashtag10,10 min RT,10 min FAVE,30 min RT,30 min FAVE,1 hr RT,1 hr FAVE,20 hr RT,20 hr FAVE,Classification,matlab,actual
Train your mind to see the good in everything. https://t.co/uyR1zmFHeZ,0,0,0,0,0,0,0,14448,2349,3089,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,1
THE ACCURACY THO 😂👏🏻#MTVStars One Direction https://t.co/lh4CVgkGs9,0,1,0,0,0,0,0,62067,8354,7959,24,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,4,2,4,2,0,0,1
I'm at @STAPLESCenter for @Orlando_Magic vs @LAClippers in Los Angeles&#44; CA https://t.co/BFz1fk5ccS,3,0,0,0,0,0,0,816,636,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1
First set down.  The Fuzz is rockin' the house! https://t.co/gkn17dHeAK,0,0,0,0,0,0,0,382,1054,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,0,0,1
A possible metaphor. https://t.co/4X2MGbgLmb,0,0,1,0,0,0,0,14863,1790,1818,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1
i want pizza now btyeeeeeeeeeeeeee,0,0,0,0,0,0,0,179742,9130,887,67,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,1
@Izzybologna wow I love Alyssa😂😂😂😂,1,0,0,1,1,1,0,21865,680,511,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,1
And yet&#44; no championships since one of the greatest d-men in history retired. Weird. https://t.co/6aqEab1KyP,0,0,1,0,0,0,0,20807,12591,446,761,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,5,0,0,1
Don't even wanna go to work tomorrow 😒,0,0,0,0,0,0,0,110150,922,1067,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,1
"my brother just introduced me to his girl as ""the love of his life""... I literally laughed and just walked off",0,0,0,0,0,0,0,17704,1159,650,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,1,9,1,0,0
@jamisonforstt @juliaangell0 its definitely the best💜 #AxeEm,2,1,0,1,1,1,0,10259,749,491,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,0,1
Why thank you! ☺️  https://t.co/yf7BBIXlKA,0,0,1,0,0,0,0,123863,2060,1228,137,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,0,1
#Global #Head of Talent Acquisition &amp; Development https://t.co/Hskp4tJHB2 https://t.co/3MR6izJiDU,0,2,0,0,0,0,0,24383,913,1403,268,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1
I'm waiting till I glo up to go  https://t.co/BjUUaItpr8,0,0,1,0,0,0,0,27583,982,590,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,3,1,3,0,0,1
#datenight with this guy. @ericstevenhiggins &amp; @ranihooverinspiredweddings #delish #foodie https://t.co/SbHAaYnoW1,0,3,0,0,0,0,0,2804,1446,1239,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,0,1
@SweetBloodRed No matter what I do I wanna do it with your hand in mine &lt;3 https://t.co/PrOYJ8d8dG,1,0,0,1,1,1,0,4051,1390,1107,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1
Black on Black! Makeup- juliannekaye Sweater dress- @josieclothing https://t.co/CSOadlU8CW,1,0,0,0,0,0,0,19464,1947306,271,6588,0,0,0,0,0,0,0,0,0,0,0,2,24,3,33,4,39,7,77,1,1,1
@OkSteev @DieAbelDie i posses the capability to kill a human I don't need to prove shit,2,0,0,1,1,1,0,12045,641,628,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,1
NY always shows SOOO much love to Lil Kim. She never has to rap a bar alone here,0,0,0,0,0,0,0,274002,3693,201,41,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,0,1
This still isn't enough to make me watch a miniseries that includes TI https://t.co/5NKSoczTX2,0,0,1,0,0,0,0,128937,2656,1498,174,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,1
That's so classy,0,0,0,0,0,0,0,41722,970,760,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,1
Telling a boy how you feel https://t.co/0vZjI1FRi5,0,0,0,0,0,0,0,27643,1481,1451,3,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,4,9,35,25,1,1,1
Me when @AlexBessingerr and whs chior were caroling outside my house  https://t.co/teAuDq9IzU,1,0,1,0,0,0,0,20692,843,393,3,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,7,1,0,0
i love you &amp; i hope i will be on again soon &#44; goodbye 💞 https://t.co/W14F8otpgl,0,0,0,0,0,0,0,4889,17870,10983,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,1,8,1,1,1
When I see a girl who doesn't know how to wear lipstick/lipgloss I just want to wipe it off like no you look ugly 🙃,0,0,0,0,0,0,0,15845,825,917,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1
❤ for a dm?,0,0,0,0,0,0,0,8857,553,455,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,6,0,7,1,1,1
Wow... Drew should be a college football analyst. https://t.co/M9EVAelcw7,0,0,0,0,0,0,0,8646,899,664,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,5,1,6,1,0,0
More chocolate passion is on its way in 2016. @TeannaTrump @NATURAL_0501 https://t.co/wX1vEge9rW,2,0,0,0,0,0,1,1423,8759,792,68,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,8,1,0,0
Sparty about to smack deshaun Watson up silly🙇🏽,0,0,0,0,0,0,0,19974,507,578,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1
I wanna tweet something I wrote but it's like really personal and depressing and idk if anyone would care? #replytweet,0,1,0,0,0,0,0,10903,2130,1523,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,0,1
happy birthday @maddieschwab99 I love you forever💓💓💓 https://t.co/Z1oyaDcNVu,1,0,0,0,0,0,0,16812,631,441,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,0,1
@BiggBoss Proud Of Prince Narula,1,0,0,1,1,1,0,8410,613,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1
I liked a @YouTube video https://t.co/DiQNAiqJJz Offset - First Day Out,1,0,0,0,0,0,0,32264,64599,809,66,0,0,0,0,0,0,0,0,0,0,0,3,13,3,17,3,19,5,25,1,1,1
sometimes i laugh with God about how you can't stop me.,0,0,0,0,0,0,0,11630,33010,2836,85,0,0,0,0,0,0,0,0,0,0,0,3,6,3,9,3,9,5,15,1,1,1
Isidro won't let me live,0,0,0,0,0,0,0,251705,1155,660,8,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,2,3,0,0,1
My ideal man is a bottom with a big dick -@corychamb,1,0,0,0,0,0,0,29268,668,404,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,1
Bruh you can do everything right and people will still hate you in the end😂,0,0,0,0,0,0,0,33082,546,440,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,1
They love letting lame&#44; poor niggas fuck RT @JayKenMinaj_: Y'all letting niggas who look like this do this to y'all? https://t.co/V4hn1B5R7G,1,0,0,0,0,0,0,183245,1613,53,40,0,0,0,0,0,0,0,0,0,0,0,3,2,8,2,9,2,9,2,0,0,1
WHY DO PEOPLE LIE ABOUT SUCH STUPID SHIT LIKE WHAT IS THE POINT OF LYING ABOUT IT,0,0,0,0,0,0,0,29791,1137,395,3,0,0,0,0,0,0,0,0,0,0,0,3,9,4,14,4,15,8,27,1,1,1
Pop Teen Fansclub Of The Year- JADINE #JaDineASAPPopPasko,0,1,0,0,0,0,0,37873,2906,215,6,0,0,0,0,0,1,0,0,0,0,0,8,3,8,4,8,4,8,4,0,1,0
Another cold&#44; calculating career maneuver from the Ice Queen of Pop. https://t.co/ix1sATncDY,0,0,0,0,0,0,0,32084,913,317,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1
@ChannelvIndia Bhagke shaadi karenge shayed😂😂 Mr.A might have got to know about their secret marriege so they r running😅 #SanDhirKiShaadi,1,1,0,1,1,1,0,48925,608,95,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,0,1
@Aumai77 @JoAliasJo 😳 yes really 😳 hey it was like 04.30am 😅😅 even I'm not usually awake at that time 😅😅😂😂😂,2,0,0,1,1,1,0,19079,572,64,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,1
Well played @ajinkyarahane88 - On a tough pitch&#44; two centuries - take a bow :) #IndvsSA,1,1,0,0,0,0,0,21796,37933,499,408,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,1
felt like i was in mystic falls on my drive home,0,0,0,0,0,0,0,5647,553,448,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,5,1,8,1,1,1
Browns fans will be relying on the Browns tomorrow to be the only team with a win between Cavs &amp; Buckeyes (No final 4),0,0,0,0,0,0,0,14047,4281,1712,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,0,1
Everyone please go follow @Zyhrro!  And if you want a Shout Out&#44; check out this video!  https://t.co/yNwAKy1QFN,1,0,0,0,0,0,0,2380,3997,3518,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,4,0,0,1
So... the #SilentHill fog in my city. It's really creepy with no one around and everything echoes. 😄 https://t.co/9AAv9dkyvf,0,1,0,0,0,0,0,43396,629,339,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,1
I love Jill Scott,0,0,0,0,0,0,0,40898,1114,682,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,0,1
@vanillaadam boo :p I see you,1,0,0,1,1,0,0,3891,3489,1646,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,0,1
In Your Feelings on a Saturday Night.,0,0,0,0,0,0,0,48969,2375,403,6,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,0,1
You're like a sister :) https://t.co/KHJEoD3ZnQ,0,0,1,0,0,0,0,33744,685,876,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,5,0,0,1
That shit hurt just seeing that..,0,0,0,0,0,0,0,6802,553,359,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1
Just when I thought I had it tough with school my mom sends me this ✊🏽 #MamaOD https://t.co/8nrDJF6qVO,0,1,0,0,0,0,0,1896,530,445,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,8,0,11,1,1,1
ICYMI: @Soph_malowiecki WINS @GatoradeQTS in Raby Bay Elle Leahy 2nd &amp; @GillianBackhous 3rd https://t.co/sDDccQM5QO https://t.co/oDNyEEYzEP,3,0,0,0,0,0,0,7926,3559,374,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,5,0,0,1
Let them know Tica don't play  https://t.co/nbPSZx4aAl,0,0,1,0,0,0,0,33903,520,323,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,0,1
Kerala was 3rd poorest state when the Communists bought in universal healthcare&#44; education. Today it's the richest. https://t.co/e8UqZ04oC7,0,0,0,0,0,0,0,24703,3526,602,84,0,0,0,0,0,0,0,0,0,0,0,12,5,14,10,20,13,34,22,1,1,1
same https://t.co/5YF1nztMud,0,0,1,0,0,0,0,40190,2796,191,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1
It's 1:30am and I'm just amused waiting your tweets getting all frustrated here does that even make sense wtf https://t.co/MZdy10qgQf,0,0,1,0,0,0,0,25347,3163,1286,34,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,3,1,3,0,0,1
The Sexiest Photos Of Miley Cyrus (That You Never Seen!) https://t.co/5YObmY0eVs,0,0,0,0,0,0,0,1247,35770,14533,21,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,3,0,0,1
we put the squiggle squiggle together and make up a throat vibration for it,0,0,0,1,1,1,0,25542,1920,57,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,1
@UnH_IcePick how old are you turning?,1,0,0,1,1,1,0,2833,6725,2172,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1
yeah I love this feeling and right now I wish you were here with me,0,0,0,0,0,0,0,27813,6358,168,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,1
hbd to the worst Liney I could've asked for&#44; you'd be nothing without me&#44;love u hunny boo💋😋 #Finally14 @broookmoore https://t.co/EIkINnnv49,1,1,0,0,0,0,0,12216,677,357,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,10,1,0,0
dude they literally have a beer pong game😂😍 https://t.co/q6lzrE3u3Y,0,0,0,0,0,0,0,16057,3939,864,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,6,1,1,1
Work with me&#44; or watch me work with out you,0,0,0,0,0,0,0,5601,989,653,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,7,1,0,0
Just seeing this now  https://t.co/5RWNKiwM4W,0,0,1,0,0,0,0,52277,1903,530,10,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,1,4,1,4,0,0,1
@JJMcGANT but where's the squad? Haven't seen Devin in a minute,1,0,0,1,1,1,0,4952,1496,1619,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,0,1
#pray #love  #create  Colossians 3:23 Whatever you do&#44; do it enthusiastically&#44; as something done for the Lord and not for men&#44;,0,3,0,0,0,0,0,166501,59655,6188,947,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,7,2,0,0,1
Bitchezzz luv anything that says organic on it,0,0,0,0,0,0,0,5804,550,540,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,6,1,0,0
Singleness&#44; only means more money in my bank account.,0,0,0,0,0,0,0,4668,736,608,2,0,0,0,0,0,0,0,0,0,0,0,2,7,4,12,4,12,7,21,1,1,1
If Phil Colin's doesn't get you hype idk what will,0,0,0,0,0,0,0,5768,527,421,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,6,1,1,1
That's what Zoya gets for killing ***,0,0,0,0,0,0,0,30377,2405,110,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,1
Creed is now one of my favorite movies of all time.,0,0,0,0,0,0,0,12693,663,356,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,3,0,0,1
People shouldnt lurk&#44; nothing good never comes out of lurking..,0,0,0,0,0,0,0,8678,2293,1764,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9,2,9,2,14,5,0,0,1
#2016 will be a success!!,0,0,0,0,0,0,0,23214,2795,153,7,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,3,2,3,0,0,1
I wanna talk to someone who's so interested in me,0,0,0,0,0,0,0,6514,12974,453,15,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,2,4,2,4,0,1,0
I really like namjoon's hair like this,0,0,0,0,0,0,0,28711,1471,189,16,0,0,0,0,0,0,0,0,0,0,0,27,17,30,19,32,21,33,24,1,1,1
OH MY GOD https://t.co/iOwsS7qJDx,0,0,0,0,0,0,0,55841,14459,5374,159,0,0,0,0,0,0,0,0,0,0,0,5,10,7,13,7,13,8,16,1,1,1
THERE I AM https://t.co/jk2edfwSxH,0,0,0,0,0,0,0,38435,1613,262,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,6,1,1,1
@maadijbarraza so annoying I know🙄🙄,1,0,0,1,1,1,0,12468,565,440,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,1
I want the full thing 😤 https://t.co/gZ983pX8ku,0,0,0,0,0,0,0,77102,4292,257,31,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,3,1,3,0,0,1
@DearMama_ @gurrlwithacurl yeah he was all worried she was just gonna get impatient and rip all his teeth out when he was sleeping,2,0,0,1,1,1,0,23795,1233,624,99,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,1
JADINE AND JADINES ARE SO BLESSED THIS YEAR! THANK YOU LORD -pat  #JaDineASAPPopPasko,0,1,0,0,0,0,0,92140,60645,288,45,0,0,0,0,0,1,0,0,0,0,0,53,25,55,27,57,27,58,29,1,1,1
OMG! Way to go&#44; KathNiels! #KathNielASAPPoPasko  https://t.co/8ta4sNmmOB,0,1,1,0,0,0,0,35670,604,626,30,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,6,2,6,2,0,0,1
Very well said!! 👌🏾👌🏾👌🏾 https://t.co/u5d5d3uQH6,0,0,1,0,0,0,0,12927,1304,1997,17,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,1,0
Make my own sperm out of tea leaves and insert it https://t.co/ZGz6RsrnqZ,0,0,1,0,0,0,0,45837,8015,292,34,0,0,0,0,0,0,0,0,0,0,0,3,46,4,52,8,62,10,85,1,1,1
@sushidemi pretty sure I have your charger,1,0,0,1,1,1,0,40909,1974,265,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,1
Some guys literally fucking disgust me.,0,0,0,0,0,0,0,18161,520,438,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,2,4,2,5,0,1,0
@CoolinWith5H @5Habstract @sexybri_12 @TKsogreat Lieeeeeesssssssss I only have two.,4,0,0,1,1,1,0,22456,748,197,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,1
I NEED THIS. https://t.co/PiCualRgVK,0,0,1,0,0,0,0,7701,5324,230,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,0,1
For all you bravo fans out there!! https://t.co/he6TFZaREM,0,0,0,0,0,0,0,9217,1223,799,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,11,1,0,0
Lots of commitments' in December..😍,0,0,0,0,0,0,0,49681,3723,560,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1
Dating your best friend is like dating your favorite hoodie,0,0,0,0,0,0,0,66534,1015,304,14,0,0,0,0,0,0,0,0,0,0,0,2,5,3,9,3,11,3,15,1,1,1
Slim Jenkins and Beverly Hills take Vegas 🙃 https://t.co/hm4UogxXmE,0,0,0,0,0,0,0,21419,1384,669,3,0,0,0,0,0,0,0,0,0,0,0,1,11,3,14,3,15,3,24,1,1,1
I can't wait to see the new Star Wars movie !!! #TheForceAwakens 😍😍 It's going to be AMAZING 😎,0,1,0,0,0,0,0,3525,507,471,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1
Home Depot&#44; World’s Largest Garden Supply Store&#44; Phasing Out Bee-Killing Insecticides https://t.co/tEyADmgcGQ @HomeDepotCanada,1,0,0,0,0,0,0,13625,2772,996,160,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,0,0,1
@ulnea this may be the only trend I've succumbed to but I've been extremely guilty of this,1,0,0,1,1,1,0,33929,755,351,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,1
Got hit in the face at work tonight. Lolllllll,0,0,0,0,0,0,0,6521,2103,1864,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1
SMARTEST SHIT I EVER HEARD YOU SAY LIL BRO 💯🙌 https://t.co/OeJAU45PEq,0,0,1,0,0,0,0,57510,1559,1150,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0,0,1
Kid Cudi https://t.co/qMSwYHLsBo,0,0,1,0,0,0,0,13753,1180,1534,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,0,1
Took the kids again this year. Always a good time at the Caltrain Holiday Train  https://t.co/riZ4q8JKvO,0,0,1,0,0,0,0,2122,811,571,58,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,3,2,3,2,0,0,1
@Chromcake tubbs is good,1,0,0,1,1,1,0,117203,890,819,36,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,1
Lmao&#44; who are you 😂  https://t.co/xsjzQPOlmT,0,0,1,0,0,0,0,3476,513,367,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,3,0,0,1
did you see @princesssemhar dancing on snl? i did. she was the best one out there.,1,0,0,0,0,0,0,7680,842,866,13,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,3,1,3,0,0,1
A ‘Big’ Nintendo-Related Announcement Will Be Made Tomorrow https://t.co/3InxxOSn9V,0,0,0,0,0,0,0,28345,402130,1302,5289,0,0,0,0,0,0,0,0,0,0,0,76,79,92,96,104,113,232,263,1,1,1
The year I go to NYC during the holidays with someone I like will be a lit year,0,0,0,0,0,0,0,20615,950,564,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,3,3,0,0,1
@McDougallChris @Elamtherunner @EastStates100 at airport now. Will be home in time for breakfast,3,0,0,1,1,1,0,18753,7904,2294,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1
@AngelaRyzner1 @J0__JO it's prob Joey I only make fan accounts for dise,2,0,0,1,1,1,0,5600,825,389,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1
Unsolicited dick pics are NOT thirst traps&#44; they r thirst (n appetite) killers. A friend received some at lunch once&#44; I finished her fries😂,0,0,0,0,0,0,0,28641,1893,699,21,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,4,2,4,2,0,0,1
And neither can we... So here is some eye candy for your viewing pleasure! https://t.co/tXR95zfJbk https://t.co/IDz3nhcRcX,0,0,0,0,0,0,0,14623,4401,2069,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,0,0,1
#HowDidWeEndUpHere @momentmgc @5sos not ready for this shit https://t.co/OYV6p4ypNX,2,1,0,0,0,0,0,5255,534,806,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0,0,1
The tweet with the most impact of the #2YearsOfRRajkumar Trend&#44; was published by @ShahidWebsite: https://t.co/KBo9LNVDxj (103 RTs) #trndnl,1,2,1,1,1,1,0,247073,18734,10,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1
Woo!! @marylambertsing with a little Hotline Bling at the showbox tonight!,1,0,0,0,0,0,0,3927,588,539,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,0,1
Tatsumi you better keep it to yourself. Don't asked a person's age LOL #AkameGaKill https://t.co/fvtRYDuJ6J,0,1,0,0,0,0,0,78081,3197,1364,36,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,2,0,2,0,0,1
Idk what day it is&#44; I'm drowning in school work&#44; idk which way is up,0,0,0,0,0,0,0,38477,699,461,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,0,1
Time for some #2On. @Tinashe just killed it! #ToysForTeens&#44; out! Catch the whole night on snapchat 👻: AMPRadioLA https://t.co/AFUfsmZsBk,1,2,0,0,0,0,0,36400,46526,1071,462,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,6,15,17,1,1,1
officially the happiest girl ever.💘,0,0,0,0,0,0,0,6437,544,841,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,8,1,0,0
My brother bought himself a new 3ds xl fuck,0,0,0,0,0,0,0,30979,792,373,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,1
I'm back motherfuckers. Come check out my new digs&#44; I'll be on for at least a few hours. https://t.co/7UAPnZKp3O https://t.co/szXW9kchZ1,0,0,0,0,0,0,0,281,808,427,14,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,1
Congratulations boys! You did Amazing!! @ShinKaigan @FlashyXTV Congrats to @MicoDedicatoria for Man of the Match https://t.co/M8jDgoqu3W,3,0,0,0,0,0,0,1017,971,109,7,0,0,0,0,0,0,0,0,0,0,0,5,16,5,20,6,22,7,29,1,1,1
#frisky #raunchy #cougar  - find more at https://t.co/QTP9PyzNro https://t.co/sf79E6kzQi,0,3,0,0,0,0,1,1239,22170,7238,67,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,16,1,1,1
I have a terrific memory for unimportant information.  😉 https://t.co/hdl7CPyoBK,0,0,1,0,0,0,0,61290,4378,4028,180,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,1
Some of our fav Christmas movie performances by young actors. What are yours? #classics https://t.co/5bOJ44EaJ0,0,1,0,0,0,0,0,976,597,364,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1
POPPY IS NO LONGER THE YOUNGEST 😭😍❤️,0,0,0,0,0,0,0,40844,3600,740,40,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,0,1
I'll always be there for you,0,0,0,0,0,0,0,86623,4206,835,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1
There is archaeological evidence that there was a temple beneath the Babri structure #AyodhyaFacts,0,1,0,0,0,0,0,8326,1847,587,24,0,0,0,0,0,0,0,0,0,0,0,9,4,10,4,10,4,10,4,0,1,0
Too true. 😔 https://t.co/manz9nXMGj,0,0,1,0,0,0,0,177374,13021,6421,333,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,1
Obama: 'We are Americans. We will not be terrorized' https://t.co/v99bi3d3ue #SB #p2 #tcot,0,3,0,0,0,0,0,47713,156311,101862,4714,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,7,3,0,0,1
Rescue bots and eerie androids draw crowds to Japan’s robot expo (VIDEO) https://t.co/FwPIlDRzku https://t.co/CWKTgrno7Q,0,0,0,0,0,0,0,145805,1587452,538,16540,0,0,0,0,0,0,0,0,0,0,0,19,22,21,30,22,38,34,52,1,1,1
late night calls with her 😍💯✊🏼💦 https://t.co/79F1jBh6t2,0,0,0,0,0,0,0,3278,563,634,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,7,1,0,0
@shaminiamnesty : Info deemed unfavourable shared w/public&#44; subjects the author 2 scrutiny/ reprimand &amp; sometimes arrest #Internetkita,1,1,0,1,1,0,0,5954,1317,168,28,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,2,0,0,1
